Australian Bureau of Statistics

"2016 Census - Counting Dwellings, Place of Enumeration (MB)"
"SA1 by NPRD Number of Persons Usually Resident in Dwelling"
"Counting: Dwellings Location on Census Night"

Filters:
"Default Summation","Dwellings Location on Census Night"

"Counting","SA1","NPRD Number of Persons Usually Resident in Dwelling","Count",
"Dwellings Location on Census Night","1133901","One person",58
"Dwellings Location on Census Night","1133901","Three persons",32
"Dwellings Location on Census Night","1133901","Two persons",76
"Dwellings Location on Census Night","1133901","Four persons",33
"Dwellings Location on Census Night","1133901","Five persons",8
"Dwellings Location on Census Night","1133901","Six persons",0
"Dwellings Location on Census Night","1133901","Not applicable",43
"Dwellings Location on Census Night","1133901","Total",251
"Dwellings Location on Census Night","1133902","One person",18
"Dwellings Location on Census Night","1133902","Three persons",16
"Dwellings Location on Census Night","1133902","Two persons",44
"Dwellings Location on Census Night","1133902","Four persons",22
"Dwellings Location on Census Night","1133902","Five persons",12
"Dwellings Location on Census Night","1133902","Six persons",0
"Dwellings Location on Census Night","1133902","Not applicable",38
"Dwellings Location on Census Night","1133902","Total",153
"Dwellings Location on Census Night","1133903","One person",26
"Dwellings Location on Census Night","1133903","Three persons",7
"Dwellings Location on Census Night","1133903","Two persons",28
"Dwellings Location on Census Night","1133903","Four persons",25
"Dwellings Location on Census Night","1133903","Five persons",8
"Dwellings Location on Census Night","1133903","Six persons",0
"Dwellings Location on Census Night","1133903","Not applicable",28
"Dwellings Location on Census Night","1133903","Total",118
"Dwellings Location on Census Night","1133904","One person",59
"Dwellings Location on Census Night","1133904","Three persons",45
"Dwellings Location on Census Night","1133904","Two persons",101
"Dwellings Location on Census Night","1133904","Four persons",26
"Dwellings Location on Census Night","1133904","Five persons",6
"Dwellings Location on Census Night","1133904","Six persons",4
"Dwellings Location on Census Night","1133904","Not applicable",40
"Dwellings Location on Census Night","1133904","Total",285
"Dwellings Location on Census Night","1133905","One person",29
"Dwellings Location on Census Night","1133905","Three persons",26
"Dwellings Location on Census Night","1133905","Two persons",35
"Dwellings Location on Census Night","1133905","Four persons",34
"Dwellings Location on Census Night","1133905","Five persons",20
"Dwellings Location on Census Night","1133905","Six persons",6
"Dwellings Location on Census Night","1133905","Not applicable",22
"Dwellings Location on Census Night","1133905","Total",174
"Dwellings Location on Census Night","1133906","One person",40
"Dwellings Location on Census Night","1133906","Three persons",12
"Dwellings Location on Census Night","1133906","Two persons",48
