"Persons Place of Usual Residence","1133904","Female","Total",280
"Persons Place of Usual Residence","1133904","Total","Never married",252
"Persons Place of Usual Residence","1133904","Total","Widowed",19
"Persons Place of Usual Residence","1133904","Total","Divorced",37
"Persons Place of Usual Residence","1133904","Total","Separated",8
"Persons Place of Usual Residence","1133904","Total","Married",176
"Persons Place of Usual Residence","1133904","Total","Not applicable",104
"Persons Place of Usual Residence","1133904","Total","Total",603
"Persons Place of Usual Residence","1133905","Male","Never married",62
"Persons Place of Usual Residence","1133905","Male","Widowed",5
"Persons Place of Usual Residence","1133905","Male","Divorced",8
"Persons Place of Usual Residence","1133905","Male","Separated",0
"Persons Place of Usual Residence","1133905","Male","Married",96
"Persons Place of Usual Residence","1133905","Male","Not applicable",64
"Persons Place of Usual Residence","1133905","Male","Total",236
"Persons Place of Usual Residence","1133905","Female","Never married",55
"Persons Place of Usual Residence","1133905","Female","Widowed",16
"Persons Place of Usual Residence","1133905","Female","Divorced",13
"Persons Place of Usual Residence","1133905","Female","Separated",3
"Persons Place of Usual Residence","1133905","Female","Married",95
"Persons Place of Usual Residence","1133905","Female","Not applicable",53
"Persons Place of Usual Residence","1133905","Female","Total",236
"Persons Place of Usual Residence","1133905","Total","Never married",114
"Persons Place of Usual Residence","1133905","Total","Widowed",18
"Persons Place of Usual Residence","1133905","Total","Divorced",28
"Persons Place of Usual Residence","1133905","Total","Separated",3
"Persons Place of Usual Residence","1133905","Total","Married",194
"Persons Place of Usual Residence","1133905","Total","Not applicable",121
"Persons Place of Usual Residence","1133905","Total","Total",474
"Persons Place of Usual Residence","1133906","Male","Never married",56
"Persons Place of Usual Residence","1133906","Male","Widowed",0
"Persons Place of Usual Residence","1133906","Male","Divorced",12
"Persons Place of Usual Residence","1133906","Male","Separated",4
"Persons Place of Usual Residence","1133906","Male","Married",61
"Persons Place of Usual Residence","1133906","Male","Not applicable",34
"Persons Place of Usual Residence","1133906","Male","Total",172
"Persons Place of Usual Residence","1133906","Female","Never married",42
"Persons Place of Usual Residence","1133906","Female","Widowed",9
"Persons Place of Usual Residence","1133906","Female","Divorced",12
"Persons Place of Usual Residence","1133906","Female","Separated",7
"Persons Place of Usual Residence","1133906","Female","Married",67
"Persons Place of Usual Residence","1133906","Female","Not applicable",24
"Persons Place of Usual Residence","1133906","Female","Total",156
"Persons Place of Usual Residence","1133906","Total","Never married",100
"Persons Place of Usual Residence","1133906","Total","Widowed",9
"Persons Place of Usual Residence","1133906","Total","Divorced",24
"Persons Place of Usual Residence","1133906","Total","Separated",7
"Persons Place of Usual Residence","1133906","Total","Married",125
"Persons Place of Usual Residence","1133906","Total","Not applicable",59
"Persons Place of Usual Residence","1133906","Total","Total",326
"Persons Place of Usual Residence","1133907","Male","Never married",34
"Persons Place of Usual Residence","1133907","Male","Widowed",0
"Persons Place of Usual Residence","1133907","Male","Divorced",0
"Persons Place of Usual Residence","1133907","Male","Separated",0
"Persons Place of Usual Residence","1133907","Male","Married",78
"Persons Place of Usual Residence","1133907","Male","Not applicable",48
"Persons Place of Usual Residence","1133907","Male","Total",159
"Persons Place of Usual Residence","1133907","Female","Never married",37
"Persons Place of Usual Residence","1133907","Female","Widowed",9
"Persons Place of Usual Residence","1133907","Female","Divorced",6
"Persons Place of Usual Residence","1133907","Female","Separated",0
"Persons Place of Usual Residence","1133907","Female","Married",77
"Persons Place of Usual Residence","1133907","Female","Not applicable",36
"Persons Place of Usual Residence","1133907","Female","Total",169
"Persons Place of Usual Residence","1133907","Total","Never married",76
"Persons Place of Usual Residence","1133907","Total","Widowed",13
"Persons Place of Usual Residence","1133907","Total","Divorced",9
"Persons Place of Usual Residence","1133907","Total","Separated",0
"Persons Place of Usual Residence","1133907","Total","Married",149
"Persons Place of Usual Residence","1133907","Total","Not applicable",87
"Persons Place of Usual Residence","1133907","Total","Total",327
"Persons Place of Usual Residence","1133908","Male","Never married",84
"Persons Place of Usual Residence","1133908","Male","Widowed",0
"Persons Place of Usual Residence","1133908","Male","Divorced",6
"Persons Place of Usual Residence","1133908","Male","Separated",0
"Persons Place of Usual Residence","1133908","Male","Married",52
"Persons Place of Usual Residence","1133908","Male","Not applicable",17
"Persons Place of Usual Residence","1133908","Male","Total",172
"Persons Place of Usual Residence","1133908","Female","Never married",80
"Persons Place of Usual Residence","1133908","Female","Widowed",7
"Persons Place of Usual Residence","1133908","Female","Divorced",9
"Persons Place of Usual Residence","1133908","Female","Separated",3
"Persons Place of Usual Residence","1133908","Female","Married",57
"Persons Place of Usual Residence","1133908","Female","Not applicable",32
"Persons Place of Usual Residence","1133908","Female","Total",182
"Persons Place of Usual Residence","1133908","Total","Never married",168
"Persons Place of Usual Residence","1133908","Total","Widowed",7
"Persons Place of Usual Residence","1133908","Total","Divorced",21
"Persons Place of Usual Residence","1133908","Total","Separated",3
"Persons Place of Usual Residence","1133908","Total","Married",111
"Persons Place of Usual Residence","1133908","Total","Not applicable",50
"Persons Place of Usual Residence","1133908","Total","Total",354
"Persons Place of Usual Residence","1133909","Male","Never married",0
"Persons Place of Usual Residence","1133909","Male","Widowed",0
"Persons Place of Usual Residence","1133909","Male","Divorced",0
"Persons Place of Usual Residence","1133909","Male","Separated",0
"Persons Place of Usual Residence","1133909","Male","Married",0
"Persons Place of Usual Residence","1133909","Male","Not applicable",0
"Persons Place of Usual Residence","1133909","Male","Total",0
"Persons Place of Usual Residence","1133909","Female","Never married",0
"Persons Place of Usual Residence","1133909","Female","Widowed",0
"Persons Place of Usual Residence","1133909","Female","Divorced",0
"Persons Place of Usual Residence","1133909","Female","Separated",0
"Persons Place of Usual Residence","1133909","Female","Married",0
"Persons Place of Usual Residence","1133909","Female","Not applicable",3
"Persons Place of Usual Residence","1133909","Female","Total",6
"Persons Place of Usual Residence","1133909","Total","Never married",0
"Persons Place of Usual Residence","1133909","Total","Widowed",0
"Persons Place of Usual Residence","1133909","Total","Divorced",0
"Persons Place of Usual Residence","1133909","Total","Separated",0
"Persons Place of Usual Residence","1133909","Total","Married",4
"Persons Place of Usual Residence","1133909","Total","Not applicable",3
"Persons Place of Usual Residence","1133909","Total","Total",7
"Persons Place of Usual Residence","1133910","Male","Never married",97
"Persons Place of Usual Residence","1133910","Male","Widowed",6
"Persons Place of Usual Residence","1133910","Male","Divorced",17
"Persons Place of Usual Residence","1133910","Male","Separated",10
"Persons Place of Usual Residence","1133910","Male","Married",65
"Persons Place of Usual Residence","1133910","Male","Not applicable",45
"Persons Place of Usual Residence","1133910","Male","Total",232
"Persons Place of Usual Residence","1133910","Female","Never married",93
"Persons Place of Usual Residence","1133910","Female","Widowed",3
"Persons Place of Usual Residence","1133910","Female","Divorced",30
"Persons Place of Usual Residence","1133910","Female","Separated",4
"Persons Place of Usual Residence","1133910","Female","Married",58
"Persons Place of Usual Residence","1133910","Female","Not applicable",43
"Persons Place of Usual Residence","1133910","Female","Total",238
"Persons Place of Usual Residence","1133910","Total","Never married",186
"Persons Place of Usual Residence","1133910","Total","Widowed",11
"Persons Place of Usual Residence","1133910","Total","Divorced",41
"Persons Place of Usual Residence","1133910","Total","Separated",11
"Persons Place of Usual Residence","1133910","Total","Married",122
"Persons Place of Usual Residence","1133910","Total","Not applicable",88
"Persons Place of Usual Residence","1133910","Total","Total",461
"Persons Place of Usual Residence","1133911","Male","Never married",91
"Persons Place of Usual Residence","1133911","Male","Widowed",0
"Persons Place of Usual Residence","1133911","Male","Divorced",12
"Persons Place of Usual Residence","1133911","Male","Separated",10
"Persons Place of Usual Residence","1133911","Male","Married",110
"Persons Place of Usual Residence","1133911","Male","Not applicable",46
"Persons Place of Usual Residence","1133911","Male","Total",266
"Persons Place of Usual Residence","1133911","Female","Never married",81
"Persons Place of Usual Residence","1133911","Female","Widowed",9
"Persons Place of Usual Residence","1133911","Female","Divorced",27
"Persons Place of Usual Residence","1133911","Female","Separated",3
"Persons Place of Usual Residence","1133911","Female","Married",110
"Persons Place of Usual Residence","1133911","Female","Not applicable",35
"Persons Place of Usual Residence","1133911","Female","Total",268
"Persons Place of Usual Residence","1133911","Total","Never married",171
"Persons Place of Usual Residence","1133911","Total","Widowed",8
"Persons Place of Usual Residence","1133911","Total","Divorced",37
"Persons Place of Usual Residence","1133911","Total","Separated",17
"Persons Place of Usual Residence","1133911","Total","Married",221
"Persons Place of Usual Residence","1133911","Total","Not applicable",77
"Persons Place of Usual Residence","1133911","Total","Total",531
"Persons Place of Usual Residence","1133912","Male","Never married",116
"Persons Place of Usual Residence","1133912","Male","Widowed",0
"Persons Place of Usual Residence","1133912","Male","Divorced",13
"Persons Place of Usual Residence","1133912","Male","Separated",3
"Persons Place of Usual Residence","1133912","Male","Married",80
"Persons Place of Usual Residence","1133912","Male","Not applicable",34
"Persons Place of Usual Residence","1133912","Male","Total",244
"Persons Place of Usual Residence","1133912","Female","Never married",139
"Persons Place of Usual Residence","1133912","Female","Widowed",7
"Persons Place of Usual Residence","1133912","Female","Divorced",14
"Persons Place of Usual Residence","1133912","Female","Separated",4
"Persons Place of Usual Residence","1133912","Female","Married",83
"Persons Place of Usual Residence","1133912","Female","Not applicable",38
"Persons Place of Usual Residence","1133912","Female","Total",284
"Persons Place of Usual Residence","1133912","Total","Never married",255
"Persons Place of Usual Residence","1133912","Total","Widowed",10
"Persons Place of Usual Residence","1133912","Total","Divorced",23
"Persons Place of Usual Residence","1133912","Total","Separated",11
"Persons Place of Usual Residence","1133912","Total","Married",156
"Persons Place of Usual Residence","1133912","Total","Not applicable",74
"Persons Place of Usual Residence","1133912","Total","Total",531
"Persons Place of Usual Residence","1133913","Male","Never married",50
"Persons Place of Usual Residence","1133913","Male","Widowed",0
"Persons Place of Usual Residence","1133913","Male","Divorced",8
"Persons Place of Usual Residence","1133913","Male","Separated",0
"Persons Place of Usual Residence","1133913","Male","Married",73
"Persons Place of Usual Residence","1133913","Male","Not applicable",41
"Persons Place of Usual Residence","1133913","Male","Total",170
"Persons Place of Usual Residence","1133913","Female","Never married",63
"Persons Place of Usual Residence","1133913","Female","Widowed",9
"Persons Place of Usual Residence","1133913","Female","Divorced",10
"Persons Place of Usual Residence","1133913","Female","Separated",0
"Persons Place of Usual Residence","1133913","Female","Married",68
"Persons Place of Usual Residence","1133913","Female","Not applicable",34
"Persons Place of Usual Residence","1133913","Female","Total",189
"Persons Place of Usual Residence","1133913","Total","Never married",117
"Persons Place of Usual Residence","1133913","Total","Widowed",9
"Persons Place of Usual Residence","1133913","Total","Divorced",15
"Persons Place of Usual Residence","1133913","Total","Separated",5
"Persons Place of Usual Residence","1133913","Total","Married",139
"Persons Place of Usual Residence","1133913","Total","Not applicable",78
"Persons Place of Usual Residence","1133913","Total","Total",358
"Persons Place of Usual Residence","1133914","Male","Never married",58
"Persons Place of Usual Residence","1133914","Male","Widowed",3
"Persons Place of Usual Residence","1133914","Male","Divorced",7
"Persons Place of Usual Residence","1133914","Male","Separated",0
"Persons Place of Usual Residence","1133914","Male","Married",56
"Persons Place of Usual Residence","1133914","Male","Not applicable",35
"Persons Place of Usual Residence","1133914","Male","Total",162
"Persons Place of Usual Residence","1133914","Female","Never married",64
"Persons Place of Usual Residence","1133914","Female","Widowed",0
"Persons Place of Usual Residence","1133914","Female","Divorced",11
"Persons Place of Usual Residence","1133914","Female","Separated",0
"Persons Place of Usual Residence","1133914","Female","Married",57
"Persons Place of Usual Residence","1133914","Female","Not applicable",32
"Persons Place of Usual Residence","1133914","Female","Total",171
"Persons Place of Usual Residence","1133914","Total","Never married",120
"Persons Place of Usual Residence","1133914","Total","Widowed",4
"Persons Place of Usual Residence","1133914","Total","Divorced",21
"Persons Place of Usual Residence","1133914","Total","Separated",5
"Persons Place of Usual Residence","1133914","Total","Married",113
"Persons Place of Usual Residence","1133914","Total","Not applicable",72
"Persons Place of Usual Residence","1133914","Total","Total",332
"Persons Place of Usual Residence","1133915","Male","Never married",72
"Persons Place of Usual Residence","1133915","Male","Widowed",0
"Persons Place of Usual Residence","1133915","Male","Divorced",11
"Persons Place of Usual Residence","1133915","Male","Separated",4
"Persons Place of Usual Residence","1133915","Male","Married",42
"Persons Place of Usual Residence","1133915","Male","Not applicable",16
"Persons Place of Usual Residence","1133915","Male","Total",145
"Persons Place of Usual Residence","1133915","Female","Never married",83
"Persons Place of Usual Residence","1133915","Female","Widowed",0
"Persons Place of Usual Residence","1133915","Female","Divorced",15
"Persons Place of Usual Residence","1133915","Female","Separated",0
"Persons Place of Usual Residence","1133915","Female","Married",43
"Persons Place of Usual Residence","1133915","Female","Not applicable",13
"Persons Place of Usual Residence","1133915","Female","Total",158
"Persons Place of Usual Residence","1133915","Total","Never married",160
"Persons Place of Usual Residence","1133915","Total","Widowed",0
"Persons Place of Usual Residence","1133915","Total","Divorced",26
"Persons Place of Usual Residence","1133915","Total","Separated",0
"Persons Place of Usual Residence","1133915","Total","Married",84
"Persons Place of Usual Residence","1133915","Total","Not applicable",32
"Persons Place of Usual Residence","1133915","Total","Total",301
"Persons Place of Usual Residence","1133916","Male","Never married",0
"Persons Place of Usual Residence","1133916","Male","Widowed",0
"Persons Place of Usual Residence","1133916","Male","Divorced",0
"Persons Place of Usual Residence","1133916","Male","Separated",0
"Persons Place of Usual Residence","1133916","Male","Married",0
"Persons Place of Usual Residence","1133916","Male","Not applicable",0
"Persons Place of Usual Residence","1133916","Male","Total",0
"Persons Place of Usual Residence","1133916","Female","Never married",0
"Persons Place of Usual Residence","1133916","Female","Widowed",0
"Persons Place of Usual Residence","1133916","Female","Divorced",0
"Persons Place of Usual Residence","1133916","Female","Separated",0
"Persons Place of Usual Residence","1133916","Female","Married",0
"Persons Place of Usual Residence","1133916","Female","Not applicable",0
"Persons Place of Usual Residence","1133916","Female","Total",0
"Persons Place of Usual Residence","1133916","Total","Never married",0
"Persons Place of Usual Residence","1133916","Total","Widowed",0
"Persons Place of Usual Residence","1133916","Total","Divorced",0
"Persons Place of Usual Residence","1133916","Total","Separated",0
"Persons Place of Usual Residence","1133916","Total","Married",0
"Persons Place of Usual Residence","1133916","Total","Not applicable",0
"Persons Place of Usual Residence","1133916","Total","Total",0
"Persons Place of Usual Residence","1133917","Male","Never married",100
"Persons Place of Usual Residence","1133917","Male","Widowed",0
"Persons Place of Usual Residence","1133917","Male","Divorced",10
"Persons Place of Usual Residence","1133917","Male","Separated",0
"Persons Place of Usual Residence","1133917","Male","Married",63
"Persons Place of Usual Residence","1133917","Male","Not applicable",26
"Persons Place of Usual Residence","1133917","Male","Total",199
"Persons Place of Usual Residence","1133917","Female","Never married",64
"Persons Place of Usual Residence","1133917","Female","Widowed",5
"Persons Place of Usual Residence","1133917","Female","Divorced",12
"Persons Place of Usual Residence","1133917","Female","Separated",0
"Persons Place of Usual Residence","1133917","Female","Married",63
"Persons Place of Usual Residence","1133917","Female","Not applicable",25
"Persons Place of Usual Residence","1133917","Female","Total",171
"Persons Place of Usual Residence","1133917","Total","Never married",171
"Persons Place of Usual Residence","1133917","Total","Widowed",5
"Persons Place of Usual Residence","1133917","Total","Divorced",15
"Persons Place of Usual Residence","1133917","Total","Separated",3
"Persons Place of Usual Residence","1133917","Total","Married",122
"Persons Place of Usual Residence","1133917","Total","Not applicable",52
"Persons Place of Usual Residence","1133917","Total","Total",373
"Persons Place of Usual Residence","1133918","Male","Never married",35
"Persons Place of Usual Residence","1133918","Male","Widowed",0
"Persons Place of Usual Residence","1133918","Male","Divorced",9
"Persons Place of Usual Residence","1133918","Male","Separated",0
"Persons Place of Usual Residence","1133918","Male","Married",43
"Persons Place of Usual Residence","1133918","Male","Not applicable",26
"Persons Place of Usual Residence","1133918","Male","Total",114
"Persons Place of Usual Residence","1133918","Female","Never married",43
"Persons Place of Usual Residence","1133918","Female","Widowed",9
"Persons Place of Usual Residence","1133918","Female","Divorced",3
"Persons Place of Usual Residence","1133918","Female","Separated",0
"Persons Place of Usual Residence","1133918","Female","Married",43
"Persons Place of Usual Residence","1133918","Female","Not applicable",37
"Persons Place of Usual Residence","1133918","Female","Total",131
"Persons Place of Usual Residence","1133918","Total","Never married",74
"Persons Place of Usual Residence","1133918","Total","Widowed",12
"Persons Place of Usual Residence","1133918","Total","Divorced",13
"Persons Place of Usual Residence","1133918","Total","Separated",5
"Persons Place of Usual Residence","1133918","Total","Married",87
"Persons Place of Usual Residence","1133918","Total","Not applicable",62
"Persons Place of Usual Residence","1133918","Total","Total",245
"Persons Place of Usual Residence","1133919","Male","Never married",106
"Persons Place of Usual Residence","1133919","Male","Widowed",5
"Persons Place of Usual Residence","1133919","Male","Divorced",10
"Persons Place of Usual Residence","1133919","Male","Separated",5
"Persons Place of Usual Residence","1133919","Male","Married",68
"Persons Place of Usual Residence","1133919","Male","Not applicable",43
"Persons Place of Usual Residence","1133919","Male","Total",239
"Persons Place of Usual Residence","1133919","Female","Never married",119
"Persons Place of Usual Residence","1133919","Female","Widowed",11
"Persons Place of Usual Residence","1133919","Female","Divorced",11
"Persons Place of Usual Residence","1133919","Female","Separated",3
"Persons Place of Usual Residence","1133919","Female","Married",72
"Persons Place of Usual Residence","1133919","Female","Not applicable",26
"Persons Place of Usual Residence","1133919","Female","Total",249
"Persons Place of Usual Residence","1133919","Total","Never married",229
"Persons Place of Usual Residence","1133919","Total","Widowed",9
"Persons Place of Usual Residence","1133919","Total","Divorced",26
"Persons Place of Usual Residence","1133919","Total","Separated",7
"Persons Place of Usual Residence","1133919","Total","Married",147
"Persons Place of Usual Residence","1133919","Total","Not applicable",65
"Persons Place of Usual Residence","1133919","Total","Total",487
"Persons Place of Usual Residence","1133920","Male","Never married",29
"Persons Place of Usual Residence","1133920","Male","Widowed",0
"Persons Place of Usual Residence","1133920","Male","Divorced",4
"Persons Place of Usual Residence","1133920","Male","Separated",0
"Persons Place of Usual Residence","1133920","Male","Married",50
"Persons Place of Usual Residence","1133920","Male","Not applicable",26
"Persons Place of Usual Residence","1133920","Male","Total",114
"Persons Place of Usual Residence","1133920","Female","Never married",33
"Persons Place of Usual Residence","1133920","Female","Widowed",3
"Persons Place of Usual Residence","1133920","Female","Divorced",0
"Persons Place of Usual Residence","1133920","Female","Separated",0
"Persons Place of Usual Residence","1133920","Female","Married",50
"Persons Place of Usual Residence","1133920","Female","Not applicable",31
"Persons Place of Usual Residence","1133920","Female","Total",121
"Persons Place of Usual Residence","1133920","Total","Never married",65
"Persons Place of Usual Residence","1133920","Total","Widowed",3
"Persons Place of Usual Residence","1133920","Total","Divorced",0
"Persons Place of Usual Residence","1133920","Total","Separated",4
"Persons Place of Usual Residence","1133920","Total","Married",98
"Persons Place of Usual Residence","1133920","Total","Not applicable",59
"Persons Place of Usual Residence","1133920","Total","Total",232
"Persons Place of Usual Residence","1133921","Male","Never married",54
"Persons Place of Usual Residence","1133921","Male","Widowed",0
"Persons Place of Usual Residence","1133921","Male","Divorced",8
"Persons Place of Usual Residence","1133921","Male","Separated",0
"Persons Place of Usual Residence","1133921","Male","Married",72
"Persons Place of Usual Residence","1133921","Male","Not applicable",43
"Persons Place of Usual Residence","1133921","Male","Total",178
"Persons Place of Usual Residence","1133921","Female","Never married",50
"Persons Place of Usual Residence","1133921","Female","Widowed",7
"Persons Place of Usual Residence","1133921","Female","Divorced",10
"Persons Place of Usual Residence","1133921","Female","Separated",0
"Persons Place of Usual Residence","1133921","Female","Married",77
"Persons Place of Usual Residence","1133921","Female","Not applicable",49
"Persons Place of Usual Residence","1133921","Female","Total",186
"Persons Place of Usual Residence","1133921","Total","Never married",103
"Persons Place of Usual Residence","1133921","Total","Widowed",10
"Persons Place of Usual Residence","1133921","Total","Divorced",19
"Persons Place of Usual Residence","1133921","Total","Separated",0
"Persons Place of Usual Residence","1133921","Total","Married",145
"Persons Place of Usual Residence","1133921","Total","Not applicable",88
"Persons Place of Usual Residence","1133921","Total","Total",366
"Persons Place of Usual Residence","1133922","Male","Never married",103
"Persons Place of Usual Residence","1133922","Male","Widowed",0
"Persons Place of Usual Residence","1133922","Male","Divorced",11
"Persons Place of Usual Residence","1133922","Male","Separated",0
"Persons Place of Usual Residence","1133922","Male","Married",59
"Persons Place of Usual Residence","1133922","Male","Not applicable",18
"Persons Place of Usual Residence","1133922","Male","Total",201
"Persons Place of Usual Residence","1133922","Female","Never married",126
"Persons Place of Usual Residence","1133922","Female","Widowed",12
"Persons Place of Usual Residence","1133922","Female","Divorced",18
"Persons Place of Usual Residence","1133922","Female","Separated",6
"Persons Place of Usual Residence","1133922","Female","Married",55
"Persons Place of Usual Residence","1133922","Female","Not applicable",28
"Persons Place of Usual Residence","1133922","Female","Total",243
"Persons Place of Usual Residence","1133922","Total","Never married",227
"Persons Place of Usual Residence","1133922","Total","Widowed",12
"Persons Place of Usual Residence","1133922","Total","Divorced",30
"Persons Place of Usual Residence","1133922","Total","Separated",12
"Persons Place of Usual Residence","1133922","Total","Married",116
"Persons Place of Usual Residence","1133922","Total","Not applicable",43
"Persons Place of Usual Residence","1133922","Total","Total",441
"Persons Place of Usual Residence","1133923","Male","Never married",160
"Persons Place of Usual Residence","1133923","Male","Widowed",3
"Persons Place of Usual Residence","1133923","Male","Divorced",22
"Persons Place of Usual Residence","1133923","Male","Separated",0
"Persons Place of Usual Residence","1133923","Male","Married",95
"Persons Place of Usual Residence","1133923","Male","Not applicable",46
"Persons Place of Usual Residence","1133923","Male","Total",329
"Persons Place of Usual Residence","1133923","Female","Never married",146
"Persons Place of Usual Residence","1133923","Female","Widowed",32
"Persons Place of Usual Residence","1133923","Female","Divorced",25
"Persons Place of Usual Residence","1133923","Female","Separated",20
"Persons Place of Usual Residence","1133923","Female","Married",93
"Persons Place of Usual Residence","1133923","Female","Not applicable",40
"Persons Place of Usual Residence","1133923","Female","Total",355
"Persons Place of Usual Residence","1133923","Total","Never married",303
"Persons Place of Usual Residence","1133923","Total","Widowed",38
"Persons Place of Usual Residence","1133923","Total","Divorced",50
"Persons Place of Usual Residence","1133923","Total","Separated",23
"Persons Place of Usual Residence","1133923","Total","Married",191
"Persons Place of Usual Residence","1133923","Total","Not applicable",84
"Persons Place of Usual Residence","1133923","Total","Total",688
"Persons Place of Usual Residence","1133924","Male","Never married",68
"Persons Place of Usual Residence","1133924","Male","Widowed",0
"Persons Place of Usual Residence","1133924","Male","Divorced",10
"Persons Place of Usual Residence","1133924","Male","Separated",0
"Persons Place of Usual Residence","1133924","Male","Married",56
"Persons Place of Usual Residence","1133924","Male","Not applicable",33
"Persons Place of Usual Residence","1133924","Male","Total",172
"Persons Place of Usual Residence","1133924","Female","Never married",92
"Persons Place of Usual Residence","1133924","Female","Widowed",13
"Persons Place of Usual Residence","1133924","Female","Divorced",9
"Persons Place of Usual Residence","1133924","Female","Separated",0
"Persons Place of Usual Residence","1133924","Female","Married",54
"Persons Place of Usual Residence","1133924","Female","Not applicable",31
"Persons Place of Usual Residence","1133924","Female","Total",196
"Persons Place of Usual Residence","1133924","Total","Never married",157
"Persons Place of Usual Residence","1133924","Total","Widowed",11
"Persons Place of Usual Residence","1133924","Total","Divorced",23
"Persons Place of Usual Residence","1133924","Total","Separated",0
"Persons Place of Usual Residence","1133924","Total","Married",110
"Persons Place of Usual Residence","1133924","Total","Not applicable",73
"Persons Place of Usual Residence","1133924","Total","Total",370
"Persons Place of Usual Residence","1133925","Male","Never married",66
"Persons Place of Usual Residence","1133925","Male","Widowed",0
"Persons Place of Usual Residence","1133925","Male","Divorced",11
